frequency,length,width,height,substrate_dielectric,input_power,predicted_gain
29.14252574,2.470414652,2.320454399,0.465977852,2.900830252,3.369128367,22.55740602
42.48293867,2.119826241,0.587093156,0.245936262,3.906300241,2.391042809,21.32033917
39.177258,1.420413236,2.031608176,0.493085997,2.323700723,1.915305411,22.31856218
41.97148201,2.307534523,1.644946456,0.330331059,4.909794333,4.177359602,22.7248839
41.21206496,1.319695346,1.350898233,0.489360782,2.174474825,2.44438384,22.11047988
36.16429964,1.549868168,1.988160888,0.110824262,3.314524022,6.999685842,22.69603271
41.671862,1.454259535,2.431648849,0.391190529,3.610457726,2.47374018,22.39240485
27.50437253,1.395247745,0.958412422,0.42664861,4.371445336,8.370428765,21.96302214
29.33170866,2.050381539,0.78729473,0.121269315,2.363385551,8.356711459,22.28085066
26.76886391,1.553537815,2.32576349,0.331587866,3.322423922,2.926711103,22.57606763
31.53061562,1.133434244,1.837906155,0.420776917,2.899134709,7.560047292,22.32436035
32.60751392,1.016316335,1.375972043,0.32441549,2.936032147,8.589704172,21.91786959
30.61293354,0.575494634,1.646519141,0.125525436,4.336363748,5.942315155,21.65628201
40.08853766,1.666390324,1.99122781,0.377378896,2.016382835,3.726690868,22.55969519
32.06480655,0.959922831,2.046063797,0.124238766,4.247250924,4.465575148,21.88127676
30.77588666,0.796267844,2.339788362,0.426987558,4.43119529,7.883665764,21.90046297
35.22583341,1.807659928,1.353685578,0.117213673,4.704086732,3.003842894,22.6381401
28.39571182,1.862418516,1.08682182,0.154958952,3.88064541,3.41117711,22.47498014
39.63734867,2.004309785,1.779328534,0.210043036,3.000365985,1.691764929,22.66855818
27.26736094,1.507153793,1.331455799,0.353345917,3.281704198,4.05061879,22.21469616
42.77707792,2.28810921,1.689196908,0.49054364,4.909208247,0.956499809,21.91824117
39.12816108,2.372685507,1.339971597,0.147129141,4.643560479,3.278240966,22.63915677
29.37816659,2.11474188,0.805991573,0.157083068,3.390577727,3.797445871,22.34804026
26.09387599,1.771186964,1.438853503,0.247548159,4.829189021,2.629243411,22.852438
39.86284428,1.107441907,1.881835644,0.434487655,4.468864626,1.103445379,22.35334551
38.01657485,2.465889843,2.098567615,0.286892381,4.703269585,5.264505701,22.87796759
38.39312186,1.048272334,1.486652554,0.22864424,4.048931704,8.664303581,21.95682567
39.11159589,0.905313844,0.83047578,0.324481533,4.57296213,3.422882983,21.68289544
27.25875908,1.384308228,1.329375419,0.204209279,4.675298424,2.444335557,22.27637815
32.09391739,0.613681141,2.072587858,0.260463963,2.276049754,2.921878355,21.73877052
27.96977401,2.456988929,1.325718541,0.23304206,4.89565093,8.632683095,22.63915677
40.67275824,1.676867113,1.893061587,0.421656409,3.000839296,5.325295137,22.49024867
36.59606816,1.613904183,1.514427363,0.469702291,3.319698529,1.394824478,22.08544529
31.62526642,1.81159256,0.98244625,0.403828877,4.375711278,7.121294326,22.14977169
27.08049195,1.494047296,2.092301016,0.27563343,3.994688917,1.628252439,22.47803635
31.28669947,0.564127034,0.668426908,0.301733991,4.679179737,0.696419589,20.6788519
31.52811647,1.724622578,1.549780566,0.150029478,3.201721252,2.631280277,22.88109969
38.40330503,1.932347754,0.917782068,0.398745884,3.119864491,1.764092777,22.21449914
36.83847701,1.333498121,0.634131257,0.338590272,2.095066549,6.089474996,21.44934382
41.08261662,2.014591144,1.505867874,0.460975998,3.38817613,4.897207433,22.56385766
34.02765373,0.954002599,1.499124312,0.180244457,4.172212311,7.26823905,21.78881621
28.03310218,0.942553182,1.913801803,0.403890449,2.903536153,5.164553398,21.8330637
38.12516138,0.822833975,1.989501386,0.373868665,3.388179541,4.248158759,21.90331658
38.93334583,1.24398952,1.955582977,0.206338214,2.658193305,5.309565035,22.54951037
35.54171236,2.194024071,1.319117466,0.366951456,4.318363418,4.40141252,22.43210108
39.10644206,2.155824124,1.763379574,0.469749352,2.181534684,0.46716025,21.78643027
34.39452514,1.265648416,1.653890485,0.467374395,4.116149165,6.838921219,22.24361181
34.8864581,1.678237472,1.343123512,0.38785063,3.136820035,9.62509023,22.33407013
33.26819731,1.941632633,1.694425388,0.119229245,2.124788208,4.278132215,22.86548577
26.43212515,0.982413549,2.394495753,0.448905735,4.560408762,4.294956539,21.89899323
27.83415426,0.836282172,0.885787487,0.363111443,3.46316559,0.553111899,21.12586202
26.53429616,2.444191986,2.311544192,0.224173701,3.797956909,8.914752938,22.86548577
36.81897699,1.735114626,0.606911028,0.174900145,4.196092075,9.298301736,21.54972007
31.34405168,2.462831444,1.116778426,0.146481545,3.965223299,8.150077268,22.48401019
34.64570175,1.175511974,1.076290497,0.12009476,4.192570612,1.152820168,22.21094143
41.42863006,1.9060634,1.752730216,0.401641299,4.286845054,9.012214443,22.6420432
30.2379679,0.945207273,0.762449904,0.1943372,3.767454592,0.337161068,21.01967802
32.97650969,1.022400343,2.264695224,0.109701174,3.096913493,4.5012858,21.97246287
38.84436936,1.523804243,2.157102817,0.258908261,2.729426449,5.056174176,22.63919797
29.88956881,1.139236251,1.804131639,0.293042832,4.70870971,8.3566208,22.42701606
27.30865847,0.835243128,1.416827664,0.167692092,4.909774534,7.533506213,21.92337332
30.9257747,1.025761404,2.365912084,0.117619334,3.072988265,7.991259275,21.97246287
28.74076188,0.571496789,2.161493109,0.175650193,2.336932187,8.692219401,21.61672182
41.80486009,1.908847243,1.498630296,0.371641105,2.667611981,4.813102113,22.65760269
39.73804645,1.484233314,1.903746709,0.132897471,4.012002038,7.8244983,22.59823206
36.76786386,0.688486133,1.633859904,0.322014812,2.51880011,0.773527635,21.82388012
40.81483003,0.843387986,1.675884477,0.158564795,4.340366819,4.501009585,21.75323211
39.66242531,0.705069076,1.161952139,0.178275669,4.76909072,0.398313481,21.22415669
29.171691,1.725185617,1.424169209,0.257231153,4.890954545,9.161619147,22.75138511
41.17350297,0.688420727,0.656242862,0.140330134,2.027976518,9.588296441,21.24702232
35.16881811,2.008564666,1.214697383,0.169281401,4.874462495,0.930996697,22.02729612
39.72648264,0.541021839,1.891657031,0.239580965,4.220583257,5.37300378,21.64084552
41.2335521,0.998751576,2.406432061,0.231867602,2.252150697,3.318882103,21.93649282
31.40605907,2.281333352,2.426128226,0.399708594,3.245721406,3.491089418,22.6420432
27.87088272,1.937062636,1.611445738,0.129912922,4.100136424,4.561930608,22.88024681
29.87489776,0.645936666,1.713244504,0.444180294,4.870056478,1.338153056,21.80789099
33.26083241,2.142252209,0.871442371,0.426492868,2.492424181,1.889624968,22.11845828
39.90625102,1.486070243,1.890616216,0.406396656,2.383199846,5.815949735,22.36289052
40.63241992,2.193566054,0.641317585,0.223748945,3.41704116,0.285683503,21.22489623
26.11818622,1.701479549,1.069371372,0.429152714,4.904296681,6.038030118,22.13998056
34.68270414,1.863666064,1.836726695,0.173120832,4.914137646,3.257280159,22.86548577
33.09598705,2.487003121,1.120620263,0.149763682,2.683744223,8.338843507,22.48733572
29.77583278,0.964671092,0.599693748,0.117982533,2.958041444,6.040064427,21.19528875
28.03771124,1.74789115,2.163740819,0.475724145,4.724095957,7.110102887,22.55740602
31.73945791,1.42064278,1.120660014,0.223204359,4.204524473,1.232809294,22.22196868
42.02946497,0.578903906,0.62621045,0.467047152,4.916949286,2.73203741,20.90946473
31.49444984,0.528941283,0.649576329,0.209045425,4.679445089,9.967029129,21.08280338
34.81944057,0.738457156,1.003517598,0.463026384,2.645288151,4.393157244,21.69959774
37.9513223,1.798183481,0.856031894,0.461571621,4.279180578,3.652765533,22.09402581
32.18170324,1.634326176,2.048600236,0.469470418,2.145695695,8.751168054,22.36636637
42.52029541,1.606859122,1.143368093,0.298461376,4.453498336,0.427438628,21.93290701
42.36160401,0.563713525,2.10939157,0.446378515,3.804670287,5.394256281,21.59681334
30.28029903,1.438605993,0.847691996,0.480306358,4.868302888,2.181546416,22.0187538
34.4532246,2.349245636,1.485758359,0.229846777,4.880097366,3.744712635,22.9084965
31.11493127,1.295183739,1.876074267,0.267549762,2.152445327,2.077793012,22.52049874
30.8422884,1.74984494,1.803981708,0.387696075,2.481564457,0.47444532,21.83691263
26.62707811,2.059637351,1.70225882,0.220143929,3.452621142,4.223470126,22.86548577
36.36259368,2.067850558,2.349643204,0.401523724,4.638480575,7.91310991,22.6420432
34.54554339,1.538560165,0.957050295,0.129556858,4.443335427,9.524348883,22.33612625
26.87513877,2.215903891,1.487438409,0.309399354,4.893110079,6.276144449,22.84564984
30.73698989,1.282756187,2.2679851,0.148925394,3.854252351,3.949487214,22.52569929
41.44052006,2.27738643,0.655787531,0.217329391,2.769690559,7.721567208,21.83300293
30.07255214,0.980454333,0.611776537,0.203450157,2.075319919,5.101717436,21.24930979
28.46321283,1.060432814,0.966604575,0.435572829,2.668779472,3.739440771,21.59780629
34.32069692,0.606241248,1.766042439,0.177406902,4.025819594,1.872987956,21.72847293
42.75605772,2.091163673,1.019759253,0.423379168,4.77882447,7.981686845,22.14709933
30.11493962,1.334110472,0.880479768,0.417584138,2.962711002,5.054215326,22.0164552
37.42630431,0.958233228,1.417604631,0.299553222,4.627112991,9.641657039,21.84959427
38.94753346,0.963580555,1.727196138,0.193537302,3.184694745,8.038905043,21.88127676
30.03983825,2.302799882,0.997115414,0.190758536,2.924813748,4.25815958,22.4472511
38.37967793,2.167833201,1.101382373,0.285969859,3.526532728,7.434415405,22.48658846
32.25231326,1.607061771,1.72711861,0.103523603,3.326820477,4.588575779,22.67024927
36.74919912,1.732221601,2.391476844,0.312540302,4.741399606,0.890670711,22.20595467
36.77000508,1.448651141,1.849483455,0.48111181,3.404770842,5.21514241,22.31599578
35.10816963,1.283333086,2.065808287,0.161882753,2.832006162,8.670713333,22.52569929
27.53492609,2.330953762,1.23362019,0.329338249,4.527696733,8.568869053,22.39321081
40.20014243,0.751225407,1.044508719,0.484711475,4.996248535,5.792172445,21.71641066
31.4532611,1.336893579,1.408535486,0.444208856,3.944514258,3.862233011,22.15743507
29.17081468,1.189123816,2.114265657,0.440152047,2.751384107,0.199995963,21.69093801
26.69317741,1.496301441,1.412599284,0.428739972,2.716445231,3.182956812,22.15725522
36.04518003,1.415263749,2.193450818,0.223609442,2.173120089,9.899104915,22.58173978
37.51859415,1.537779063,2.477543961,0.456246733,2.231879116,7.29226123,22.42790105
26.28199309,0.779837954,0.644053331,0.47653614,4.744949286,7.204126782,21.38923216
34.70558199,1.526283003,0.590820312,0.298316969,2.289461321,7.634725564,21.54515265
29.85042818,0.984837628,0.799179406,0.241828419,3.453031545,6.239122495,21.70796491
36.96793744,0.868662698,1.268739351,0.265691606,4.094365339,5.900000706,21.67523883
28.96422929,0.629668438,0.762084418,0.233682577,4.551064348,4.590830628,21.34495191
37.74594155,2.025305118,2.241328955,0.184967377,2.513812851,4.494946537,22.86548577
32.57450089,1.354883842,0.546292502,0.347379388,3.313336037,8.721399709,20.91828385
41.92440981,1.753287367,1.131585433,0.325038754,2.754440585,3.995216991,22.37707142
28.33785605,1.955186687,0.869389259,0.285034028,2.76746927,8.418888662,22.44412275
31.79812797,1.858633331,2.36307866,0.138338155,2.911517922,8.393570814,22.86548577
27.92904986,1.441001438,1.83896201,0.418757186,3.761348643,7.731892173,22.3145833
41.71979151,1.275797058,2.324060513,0.169973425,2.049732415,0.472659759,22.1075166
40.91476901,1.251919819,2.444657421,0.145824817,3.226298859,1.56492522,22.37404781
30.38500767,1.780097594,1.494196487,0.349228558,2.560490406,3.215580908,22.67189741
37.21972878,1.48958871,0.968638216,0.259457744,4.901355526,8.490580088,22.3187487
39.8927774,2.198264496,0.887457572,0.12392339,3.748187478,8.745267875,22.47245725
35.4384138,2.249403969,0.945837723,0.242227342,4.604286406,0.511417214,21.77072568
35.00405983,0.841120756,1.917186615,0.408712141,2.58706996,3.314773076,21.85888633
30.11148895,0.772467303,0.580891456,0.346099682,4.430047098,8.518803626,20.92593025
27.58274705,1.760801852,0.602722146,0.245114409,3.244347384,2.571963165,21.57677103
41.25266789,1.102451496,1.716285885,0.176721917,2.533084067,9.762432735,22.26452598
41.30710697,0.537141438,1.784114293,0.352718248,4.283735607,4.944107289,21.62916399
36.76272477,2.277285339,1.830525849,0.45502212,4.286033293,9.379395625,22.5608961
31.76350645,0.953801534,1.243761009,0.358509087,4.987663721,4.345381304,21.60539842
31.93656277,2.358561303,2.111889777,0.425161542,4.342811785,3.305609378,22.56422164
38.34124654,1.934868902,1.567249175,0.308611135,2.435801744,3.687860735,22.85642587
41.25087442,2.02530698,0.71093126,0.387188443,2.967634225,8.854575767,21.88285071
41.08046921,0.902922992,2.094198614,0.45849071,3.355180752,3.373824924,21.87085657
39.25788428,0.968388851,2.406135573,0.409271591,2.379958417,6.726527592,21.84325545
36.91453798,1.542535508,0.620072626,0.463941581,4.364116923,4.751442553,21.37129731
27.4303794,0.844199705,1.282702677,0.272455841,3.580095614,9.422544768,21.77682751
28.74768814,1.110863385,1.47503209,0.461688102,4.833348707,1.677698374,22.29860345
41.2754212,1.142924956,0.79294152,0.348626894,3.767924434,4.343702618,22.06620494
36.30929401,0.819259867,2.235417896,0.448019506,3.568697251,1.333874738,21.86602149
26.15634988,0.910365667,1.06829929,0.115750612,2.214275459,5.823579485,21.50223216
27.72501623,2.077103684,2.06601708,0.363140953,2.448037715,4.088701994,22.66541715
37.27953007,0.834391709,1.841988964,0.439190032,4.54857823,0.703278602,21.61643501
26.08604693,0.556914784,1.696091645,0.169680813,4.972027933,8.513397287,21.68749717
28.73373687,1.758709885,0.884285697,0.364714773,3.245537408,3.81759635,22.26369866
35.32847442,2.451966239,0.941407041,0.429981886,4.430258251,4.986944335,22.15513266
37.76221836,1.162427629,0.594696809,0.215179748,3.882757299,4.134382021,21.41425492
37.08334141,0.737311406,0.98142486,0.262098531,4.877177821,4.937661517,21.61594284
29.81257826,1.640774651,1.190887219,0.327807087,2.714411706,0.261619457,21.59045137
38.10704676,2.312708422,2.166290608,0.307667076,3.634507229,8.17304934,22.84081194
30.03323449,2.06812356,1.232785333,0.115675757,3.226387455,3.389849318,22.53883603
31.53179487,1.745031737,2.009243566,0.139468839,3.625147928,7.272171468,22.86548577
38.69035389,1.130112993,1.378884563,0.140186632,2.80657425,0.742379274,22.35066413
37.04375928,1.583760347,2.069736624,0.204907162,3.493238488,5.28587,22.67141054
40.43679798,0.682489683,2.452543201,0.198345645,3.87441244,9.097040524,21.87537897
37.17941917,1.857890849,0.979683116,0.396888954,2.243647652,4.042655551,22.21857355
35.66124626,1.950192038,2.224683224,0.329097754,4.228961764,2.0528642,22.70906268
27.59247105,2.430063246,1.743648173,0.405590434,4.119568889,1.080903455,22.25342284
32.25116865,1.020794717,2.134588523,0.127958423,4.641372804,8.604970839,21.97246287
30.50844025,0.536912838,1.803171805,0.294085695,3.277569655,2.464181651,21.64084552
30.14782394,1.591216929,1.347899015,0.229510232,2.185007398,9.753204004,22.45320166
42.54117943,1.913581009,0.956149879,0.439975724,3.384383387,2.553445555,22.13761337
32.68266132,2.080814952,0.640070451,0.383115663,2.412827516,4.861810858,21.58527198
41.16479144,0.887477866,1.571036729,0.447703388,3.942340441,4.634141905,21.74364621
36.72935664,1.023505738,2.480652189,0.118570849,2.141394572,0.713895232,21.7795358
39.51179216,1.525181851,1.97608361,0.388329396,3.121989219,5.365210256,22.43401174
34.54483058,1.16120162,1.154691083,0.316003341,2.248528695,6.759145699,22.1811017
35.80736604,2.221022973,2.1544096,0.430000012,2.010099302,7.447143067,22.56422164
34.37280079,1.447520307,2.037968,0.302864236,4.881671672,5.273658387,22.59759108
29.31913079,2.099157288,1.063271587,0.316083631,4.988382044,8.144593135,22.34154523
38.28168596,1.661239521,0.52861498,0.120706952,3.666508855,7.545765268,21.01488016
30.77313016,2.046180283,0.736325277,0.367409146,2.71686755,2.02034569,21.94836488
26.41337143,1.165345973,2.254612381,0.20925595,4.73329711,4.075856651,22.43100799
36.97302903,2.162833244,2.173126071,0.107877569,4.769109791,1.511560327,22.51058229
29.01088155,1.049144631,1.090418002,0.126574865,4.563526674,1.420894172,21.56379778
41.98779593,1.592197616,1.070390853,0.482914244,3.633109954,7.150060811,22.02454945
42.21678581,0.928014226,2.085729974,0.238430916,2.224106483,5.351545411,21.89855243
41.55269463,1.451053043,2.37547494,0.447230251,2.265316783,6.049403104,22.3145833
32.2926979,1.136350419,2.058274514,0.483870894,4.689859363,7.348624404,22.31371113
26.26276248,1.033406861,1.711157354,0.477306876,4.627480542,2.844625828,21.90846558
41.78141556,2.433970036,0.985342701,0.452690096,3.303191748,4.073483391,22.10567519
33.27913052,0.820148211,1.551495828,0.457937565,2.984463858,6.107350581,21.79090081
42.43313192,2.074651675,0.967023717,0.215603218,3.93237176,1.056626916,22.2520996
42.38153961,2.468329919,2.11602284,0.160587956,4.420963845,8.347235404,22.86548577
40.50116074,0.539802967,1.273922159,0.355705025,4.195054826,3.500151279,21.42436614
31.00563117,1.898054828,2.167394434,0.295242237,3.846808814,6.621654542,22.87796759
32.54666139,1.005823611,1.263218436,0.139498687,2.694533133,9.956092528,21.54401213
40.46932342,0.580975649,2.14829881,0.371016526,2.787514608,4.806088209,21.66969006
31.38767409,1.305779158,1.16663563,0.325144003,4.172202444,2.228979648,22.13082438
28.88137669,2.37043562,1.380265409,0.44522696,4.407859557,2.242690648,22.37011384
35.46562146,0.523530189,1.730976839,0.343673518,2.348405564,0.69772454,21.41249863
41.91463116,1.675771384,0.640575228,0.329578472,2.561891143,7.69411478,21.60139206
37.83250654,1.502792957,2.396414124,0.276300689,4.041410787,3.004970267,22.64721414
35.69103989,2.246768329,1.647211572,0.285114828,3.166959762,1.809985049,22.89378882
27.65200039,0.668003429,1.515640029,0.481752491,3.689878602,7.165590735,21.92570109
36.45512285,1.86305206,2.178787942,0.155378404,3.844444858,3.16045275,22.86548577
42.83091545,1.860219397,2.23152546,0.278487527,4.328610402,6.044642582,22.87796759
28.38142826,1.838160034,1.544520809,0.362330894,4.417150852,4.236479517,22.67387304
34.81160409,2.38466899,2.354524652,0.273204258,2.840288736,3.408112024,22.87796759
40.91534222,2.146175058,0.629475532,0.213286251,3.623890187,4.945352996,21.65107489
38.5930665,0.583945452,0.726451585,0.214942948,2.370571816,3.20655307,21.19765365
37.8492676,1.442165701,1.69357646,0.193462419,4.526045506,8.7185927,22.57938942
37.94222943,1.295906112,1.208131724,0.23756128,4.536343815,0.823099014,22.16591024
32.11134957,1.120294442,1.428450332,0.44866991,2.898517157,0.398520887,21.93930977
30.99106135,1.40267345,1.156158436,0.30208982,2.481860622,4.123290971,22.21732591
39.75913964,1.26838837,1.309450623,0.196095491,2.210275335,1.811151986,22.27756754
39.77192771,1.3646678,2.145292694,0.253810687,3.724929326,7.462891905,22.50188051
40.74022942,2.458523731,1.6869524,0.142332165,2.274284301,3.598995716,22.86548577
41.52508939,0.677265949,2.494689099,0.461614296,4.041784534,2.68823335,21.80428592
34.69282078,2.34446174,2.073758396,0.263279133,4.034379203,3.657876486,22.87796759
34.52577701,1.460473427,1.047332508,0.492156482,3.841962221,2.27289092,21.94282181
39.57101804,1.747484491,1.028690235,0.239015509,4.629681506,3.066559542,22.47923738
37.04938682,2.160365933,1.17179654,0.434542419,3.134842078,5.723054325,22.20849927
37.93343691,1.220926058,2.186518961,0.202554125,4.706808748,8.653922205,22.56601793
39.52847538,1.360843816,0.554575301,0.130461157,2.110776107,3.771606653,20.94074119
41.13009081,1.319036961,0.960362558,0.112693345,2.338270964,3.274650595,22.21782765
31.74591767,1.249462045,2.309836841,0.342467371,3.236616688,7.839719799,22.35951219
32.38491019,2.351058643,1.779792872,0.224629469,3.781979056,0.322021197,21.960585
27.59769298,2.157859782,0.953694191,0.277407952,2.09712691,3.090555622,22.49132726
35.8307624,0.71799998,0.938289936,0.427458814,3.702303414,4.576491104,21.65430665
26.61101865,0.716246705,2.225236204,0.199243234,2.922194949,6.046550601,21.98342445
33.91516631,1.35573903,2.287515017,0.223460991,4.661440423,1.645009145,22.37184538
35.22495879,0.697314753,1.012262182,0.438134474,3.599853775,4.385258541,21.68734503
30.87120129,1.738186191,1.341020716,0.297104909,3.763681725,5.706374622,22.65163859
36.04416543,0.787383215,2.169191477,0.431066067,4.836865433,5.151479539,21.93013981
26.51850425,1.544746528,2.042014877,0.249790401,4.29251308,5.788055673,22.71423437
26.63491921,0.514439894,2.127832213,0.259347992,3.314819798,6.657742848,21.52453129
39.98420953,1.133192697,1.536796382,0.166855345,3.430638845,3.855789424,22.40540445
32.1232409,1.854381447,2.323098097,0.466538341,3.943771606,0.729993844,21.99950915
28.16002872,1.46807788,1.151903088,0.458713478,2.60059765,0.650007195,21.8381851
34.87813542,2.456538972,0.813344269,0.493686806,2.265952521,8.601275005,22.02728806
39.0898904,2.248207592,1.917464665,0.260978851,2.933709548,6.806450247,22.87796759
29.66895747,1.218141558,1.578708832,0.427445977,4.335148394,7.665428357,22.36240155
36.58913809,0.590973083,2.209171538,0.265981493,2.771971396,9.295165737,21.73853298
27.4509069,2.1912526,0.662318498,0.281719516,2.392277601,7.530389593,21.84461125
26.87858926,2.322468621,2.187384807,0.431999757,2.657067795,6.953782557,22.56422164
35.03302874,2.141254787,1.086589306,0.170946708,4.036918736,6.592009535,22.47498014
35.19079707,0.755899882,1.809711334,0.188124374,3.84184417,2.659876508,21.97816517
36.83630833,2.495830269,0.580257578,0.225891296,4.064944992,9.57721131,21.30176605
38.34355267,1.017168443,1.719162593,0.415271613,2.965874368,5.46623865,21.91389188
42.58948535,1.948409826,1.934543378,0.24906062,4.702568381,2.298531557,22.87796759
34.77710592,2.316069753,1.237500429,0.243267283,3.355311072,2.17727949,22.53985269
31.49026004,0.971374229,0.930821411,0.499526538,3.541139096,8.171132524,21.54862124
39.51816531,2.316517109,1.575261353,0.253522457,4.846423928,2.577065154,22.88591595
30.60414827,1.118963158,2.166381609,0.199108215,4.937831804,0.510121339,22.0290606
33.46251415,2.452826445,1.147094717,0.349285471,3.984628178,4.341281501,22.34722518
27.33375848,1.062520041,1.004938595,0.420751981,4.834439578,8.191769502,21.66624724
26.43096264,2.40687165,1.057870617,0.127843133,3.624522159,4.202952448,22.47396347
42.36502305,0.607089302,2.398264306,0.347556892,2.921848837,8.055121018,21.72591144
40.21166205,1.918544023,1.218553832,0.114294182,2.945278568,8.28938866,22.53883603
37.8315615,1.564222268,0.50720848,0.31053294,3.67682177,8.591300912,21.00540457
32.95220006,1.455754154,2.063362416,0.202796626,3.815108362,5.930108424,22.57938942
28.94600344,0.946988629,1.898549591,0.222656679,3.31885121,7.024760625,21.85992407
28.65942973,1.91119158,0.757136529,0.286838386,4.651314451,2.692404702,22.16654693
30.25412927,0.881618983,2.469808498,0.470842984,3.280088356,1.087009636,21.81509371
35.3368533,1.605683592,1.716124571,0.384266923,2.820270941,5.374527189,22.46477074
38.14813069,1.006490726,1.501558982,0.474738239,2.023945635,0.204760737,21.45075021
37.2233554,2.41124276,1.264438535,0.363988402,4.911707834,4.710804724,22.34334593
30.75887625,0.557262388,2.297345511,0.102843099,4.472939849,1.110726839,21.62420976
42.23270977,0.89945656,0.987926963,0.206234079,3.846678754,1.173360968,21.59362724
38.54424758,0.984621213,1.0715378,0.462309031,4.491626762,8.720755817,21.56240917
35.42401889,1.328135652,0.744821613,0.357378208,4.430867691,6.441130104,21.84476815
36.39925269,0.965460484,2.018238191,0.492658895,4.795552341,6.487819557,21.83691802
33.13320106,1.482698181,1.691098561,0.162385608,3.15820305,4.104319087,22.59823206
30.21142682,2.244931047,1.718132339,0.218699133,3.664556726,4.191217807,22.86548577
32.05153554,1.924126843,0.936940862,0.244947064,2.295884071,3.100766159,22.46330047
38.88338388,1.659923961,1.802336778,0.230623127,4.895946277,4.40014948,22.71562538
